PedidoID,Data,Categoria,Produto,Quantidade,PrecoUnitario,Receita
1790,2025-08-02,Esporte,Luvas,1,282.7,282.7
1473,2025-08-02,Esporte,Bola,3,200.7,602.1
1701,2025-08-03,Moda,Tênis,4,443.25,1773.0
1114,2025-08-03,Beleza,Creme Facial,4,125.32,501.28
1837,2025-08-03,Beleza,Creme Facial,3,210.98,632.94
1269,2025-08-03,Esporte,Garrafa Térmica,2,197.63,395.26
1112,2025-08-04,Esporte,Tênis de Corrida,5,202.58,1012.9
2463,2025-08-05,Beleza,Batom,3,29.79,89.37
1844,2025-08-05,Eletrônicos,Fone de Ouvido,1,202.82,202.82
2484,2025-08-05,Eletrônicos,Smartwatch,2,150.9,301.8
2022,2025-08-05,Moda,Jaqueta,3,331.26,993.78
1941,2025-08-05,Beleza,Shampoo,5,152.27,761.35
1622,2025-08-05,Esporte,Tênis de Corrida,5,278.07,1390.35
2095,2025-08-05,Casa e Decoração,Vaso,2,173.95,347.9
1578,2025-08-06,Eletrônicos,Smartwatch,3,439.91,1319.73
1272,2025-08-06,Esporte,Luvas,4,151.12,604.48
2203,2025-08-07,Esporte,Bola,5,447.81,2239.05
1351,2025-08-07,Moda,Tênis,3,234.62,703.86
2385,2025-08-07,Casa e Decoração,Tapete,3,25.85,77.55
2459,2025-08-08,Casa e Decoração,Vaso,4,188.61,754.44
1597,2025-08-08,Moda,Calça Jeans,3,96.31,288.93
2072,2025-08-09,Casa e Decoração,Luminária,5,281.9,1409.5
1278,2025-08-09,Moda,Calça Jeans,4,275.64,1102.56
2094,2025-08-09,Casa e Decoração,Almofada,1,342.44,342.44
1533,2025-08-09,Beleza,Creme Facial,3,173.92,521.76
2019,2025-08-09,Casa e Decoração,Luminária,1,283.14,283.14
1170,2025-08-10,Casa e Decoração,Vaso,1,63.84,63.84
1876,2025-08-10,Casa e Decoração,Almofada,4,343.18,1372.72
1727,2025-08-11,Moda,Calça Jeans,5,143.79,718.95
1085,2025-08-11,Casa e Decoração,Vaso,4,310.98,1243.92
2468,2025-08-12,Moda,Tênis,1,423.38,423.38
1692,2025-08-12,Esporte,Garrafa Térmica,2,359.45,718.9
2400,2025-08-12,Casa e Decoração,Tapete,1,199.14,199.14
2329,2025-08-12,Moda,Calça Jeans,5,238.4,1192.0
1115,2025-08-12,Esporte,Tênis de Corrida,4,181.34,725.36
1880,2025-08-13,Esporte,Luvas,1,247.51,247.51
1299,2025-08-13,Esporte,Bola,3,198.97,596.91
1553,2025-08-13,Esporte,Garrafa Térmica,1,164.13,164.13
1064,2025-08-13,Beleza,Shampoo,5,492.25,2461.25
2134,2025-08-13,Beleza,Batom,3,436.05,1308.15
1804,2025-08-13,Beleza,Shampoo,1,198.86,198.86
2028,2025-08-13,Eletrônicos,Smartwatch,1,92.33,92.33
1196,2025-08-14,Eletrônicos,Caixa de Som,1,366.77,366.77
1159,2025-08-15,Casa e Decoração,Tapete,3,292.94,878.82
2034,2025-08-15,Moda,Camiseta,2,241.2,482.4
2500,2025-08-15,Esporte,Tênis de Corrida,4,465.2,1860.8
1738,2025-08-15,Casa e Decoração,Vaso,4,310.39,1241.56
2378,2025-08-15,Casa e Decoração,Almofada,4,452.08,1808.32
1364,2025-08-16,Eletrônicos,Carregador,3,360.58,1081.74
2363,2025-08-16,Eletrônicos,Carregador,2,50.22,100.44
2325,2025-08-16,Beleza,Shampoo,4,115.4,461.6
1946,2025-08-17,Moda,Camiseta,2,264.0,528.0
2383,2025-08-17,Eletrônicos,Caixa de Som,2,255.42,510.84
2224,2025-08-17,Moda,Calça Jeans,3,163.87,491.61
2153,2025-08-17,Casa e Decoração,Luminária,1,451.3,451.3
1868,2025-08-17,Esporte,Tênis de Corrida,3,451.18,1353.54
1315,2025-08-18,Moda,Calça Jeans,3,483.49,1450.47
2263,2025-08-18,Esporte,Garrafa Térmica,5,347.78,1738.9
1523,2025-08-18,Beleza,Batom,1,32.61,32.61
1005,2025-08-18,Beleza,Shampoo,1,384.23,384.23
1725,2025-08-18,Moda,Calça Jeans,2,408.06,816.12
2074,2025-08-18,Esporte,Tênis de Corrida,1,491.82,491.82
2296,2025-08-19,Eletrônicos,Fone de Ouvido,3,46.91,140.73
2145,2025-08-19,Eletrônicos,Smartwatch,4,303.35,1213.4
2051,2025-08-19,Casa e Decoração,Vaso,5,196.21,981.05
1833,2025-08-19,Esporte,Bola,4,22.08,88.32
1516,2025-08-19,Esporte,Bola,3,285.46,856.38
2148,2025-08-19,Casa e Decoração,Almofada,5,359.49,1797.45
2223,2025-08-20,Beleza,Shampoo,4,315.47,1261.88
1848,2025-08-20,Eletrônicos,Smartwatch,5,206.67,1033.35
2143,2025-08-20,Eletrônicos,Fone de Ouvido,2,393.79,787.58
1051,2025-08-21,Casa e Decoração,Tapete,5,337.7,1688.5
1027,2025-08-21,Eletrônicos,Carregador,5,385.74,1928.7
2369,2025-08-22,Moda,Calça Jeans,5,156.92,784.6
2138,2025-08-22,Eletrônicos,Smartwatch,5,278.18,1390.9
1806,2025-08-22,Casa e Decoração,Tapete,4,403.95,1615.8
1552,2025-08-22,Moda,Tênis,3,248.56,745.68
1341,2025-08-23,Eletrônicos,Carregador,2,41.03,82.06
1436,2025-08-23,Casa e Decoração,Luminária,1,373.58,373.58
1564,2025-08-23,Beleza,Creme Facial,3,460.97,1382.91
2112,2025-08-23,Beleza,Perfume,1,138.75,138.75
2192,2025-08-24,Esporte,Tênis de Corrida,1,169.27,169.27
1754,2025-08-24,Casa e Decoração,Luminária,4,165.03,660.12
1454,2025-08-25,Casa e Decoração,Almofada,4,142.14,568.56
1119,2025-08-25,Moda,Camiseta,3,201.97,605.91
2180,2025-08-25,Esporte,Tênis de Corrida,5,163.68,818.4
1317,2025-08-25,Casa e Decoração,Tapete,5,273.18,1365.9
2337,2025-08-25,Casa e Decoração,Almofada,4,373.37,1493.48
1659,2025-08-26,Casa e Decoração,Almofada,1,95.66,95.66
1228,2025-08-26,Casa e Decoração,Tapete,1,87.09,87.09
2260,2025-08-26,Esporte,Luvas,3,248.61,745.83
1462,2025-08-26,Beleza,Batom,5,202.05,1010.25
1549,2025-08-26,Beleza,Creme Facial,3,498.9,1496.7
2219,2025-08-26,Casa e Decoração,Almofada,4,104.56,418.24
2396,2025-08-26,Moda,Camiseta,1,93.93,93.93
2448,2025-08-27,Moda,Jaqueta,4,255.32,1021.28
2333,2025-08-27,Esporte,Luvas,2,384.96,769.92
2351,2025-08-27,Beleza,Perfume,3,195.89,587.67
2477,2025-08-28,Casa e Decoração,Tapete,5,368.78,1843.9
1435,2025-08-28,Casa e Decoração,Luminária,1,178.73,178.73
2247,2025-08-29,Beleza,Shampoo,4,189.4,757.6
1122,2025-08-29,Eletrônicos,Fone de Ouvido,3,127.63,382.89
1316,2025-08-29,Moda,Jaqueta,5,492.53,2462.65
2032,2025-08-29,Moda,Calça Jeans,3,412.28,1236.84
2464,2025-08-29,Beleza,Perfume,3,201.31,603.93
1292,2025-08-29,Esporte,Garrafa Térmica,3,303.88,911.64
1619,2025-08-30,Eletrônicos,Fone de Ouvido,5,52.42,262.1
1186,2025-08-30,Moda,Tênis,5,89.43,447.15
1457,2025-08-30,Eletrônicos,Carregador,4,106.39,425.56
1326,2025-08-30,Moda,Tênis,4,315.37,1261.48
2165,2025-08-30,Moda,Camiseta,3,178.02,534.06
2202,2025-08-30,Eletrônicos,Fone de Ouvido,4,45.82,183.28
1791,2025-08-31,Moda,Calça Jeans,1,164.54,164.54
1747,2025-08-31,Beleza,Shampoo,3,98.49,295.47
2435,2025-09-01,Casa e Decoração,Luminária,1,499.39,499.39
2313,2025-09-01,Moda,Calça Jeans,2,327.12,654.24
1106,2025-09-01,Esporte,Garrafa Térmica,2,423.13,846.26
1930,2025-09-01,Beleza,Perfume,5,261.6,1308.0
2390,2025-09-01,Beleza,Shampoo,1,467.91,467.91
1723,2025-09-01,Beleza,Creme Facial,4,163.45,653.8
1936,2025-09-02,Moda,Camiseta,3,307.18,921.54
1777,2025-09-02,Esporte,Tênis de Corrida,1,276.22,276.22
1340,2025-09-03,Moda,Calça Jeans,1,363.7,363.7
1154,2025-09-03,Esporte,Garrafa Térmica,2,483.44,966.88
2341,2025-09-03,Eletrônicos,Caixa de Som,4,135.45,541.8
1370,2025-09-03,Beleza,Batom,4,415.2,1660.8
1757,2025-09-04,Eletrônicos,Carregador,3,327.49,982.47
1319,2025-09-04,Casa e Decoração,Almofada,5,428.56,2142.8
2179,2025-09-04,Moda,Tênis,5,450.05,2250.25
1221,2025-09-04,Casa e Decoração,Vaso,1,244.8,244.8
1934,2025-09-04,Esporte,Garrafa Térmica,5,406.22,2031.1
1809,2025-09-05,Beleza,Batom,2,313.44,626.88
1190,2025-09-05,Casa e Decoração,Vaso,5,386.18,1930.9
2418,2025-09-05,Esporte,Tênis de Corrida,2,71.75,143.5
2189,2025-09-05,Beleza,Creme Facial,2,183.26,366.52
2190,2025-09-05,Beleza,Shampoo,3,88.78,266.34
1550,2025-09-05,Eletrônicos,Carregador,4,461.86,1847.44
1944,2025-09-05,Casa e Decoração,Vaso,5,185.29,926.45
1049,2025-09-06,Esporte,Bola,4,453.17,1812.68
2324,2025-09-06,Beleza,Perfume,1,449.64,449.64
1677,2025-09-06,Casa e Decoração,Vaso,4,149.81,599.24
1200,2025-09-07,Beleza,Perfume,5,52.84,264.2
1052,2025-09-07,Moda,Calça Jeans,3,124.5,373.5
1811,2025-09-07,Eletrônicos,Caixa de Som,4,42.07,168.28
1746,2025-09-08,Beleza,Batom,2,481.05,962.1
1562,2025-09-08,Beleza,Shampoo,5,206.55,1032.75
1452,2025-09-08,Eletrônicos,Caixa de Som,1,237.65,237.65
1784,2025-09-08,Casa e Decoração,Luminária,2,475.08,950.16
1491,2025-09-08,Esporte,Luvas,2,371.73,743.46
2300,2025-09-08,Eletrônicos,Caixa de Som,5,41.98,209.9
2279,2025-09-09,Moda,Tênis,2,329.83,659.66
1737,2025-09-09,Eletrônicos,Smartwatch,2,164.23,328.46
2454,2025-09-09,Beleza,Batom,4,289.88,1159.52
2131,2025-09-09,Esporte,Bola,2,112.76,225.52
1153,2025-09-09,Eletrônicos,Fone de Ouvido,5,156.48,782.4
2436,2025-09-09,Eletrônicos,Caixa de Som,4,270.88,1083.52
2398,2025-09-09,Moda,Camiseta,1,387.06,387.06
1645,2025-09-10,Moda,Calça Jeans,2,23.06,46.12
2029,2025-09-10,Moda,Jaqueta,4,169.56,678.24
1976,2025-09-10,Beleza,Shampoo,4,107.78,431.12
2399,2025-09-10,Eletrônicos,Carregador,5,250.63,1253.15
1169,2025-09-10,Esporte,Tênis de Corrida,5,39.13,195.65
1593,2025-09-11,Casa e Decoração,Vaso,3,182.12,546.36
1394,2025-09-11,Beleza,Batom,3,277.61,832.83
1576,2025-09-11,Beleza,Perfume,5,74.82,374.1
2283,2025-09-12,Moda,Camiseta,1,339.01,339.01
2186,2025-09-12,Moda,Jaqueta,4,418.14,1672.56
1485,2025-09-12,Esporte,Tênis de Corrida,4,385.58,1542.32
1347,2025-09-12,Esporte,Garrafa Térmica,5,148.03,740.15
2170,2025-09-12,Beleza,Batom,4,407.83,1631.32
1392,2025-09-12,Eletrônicos,Fone de Ouvido,4,262.61,1050.44
2055,2025-09-12,Beleza,Creme Facial,5,155.9,779.5
1697,2025-09-12,Moda,Jaqueta,1,134.24,134.24
2444,2025-09-12,Moda,Calça Jeans,1,67.81,67.81
1797,2025-09-12,Moda,Tênis,3,132.56,397.68
2375,2025-09-13,Moda,Tênis,3,94.91,284.73
2030,2025-09-13,Casa e Decoração,Tapete,1,178.52,178.52
1331,2025-09-13,Beleza,Perfume,5,296.02,1480.1
1391,2025-09-13,Beleza,Batom,4,441.96,1767.84
1490,2025-09-13,Beleza,Shampoo,3,386.41,1159.23
2155,2025-09-13,Beleza,Perfume,5,443.7,2218.5
2091,2025-09-14,Esporte,Bola,2,250.84,501.68
2424,2025-09-14,Beleza,Creme Facial,5,293.71,1468.55
1297,2025-09-14,Moda,Camiseta,4,69.68,278.72
1444,2025-09-15,Casa e Decoração,Almofada,3,196.42,589.26
1450,2025-09-16,Moda,Calça Jeans,2,177.5,355.0
1929,2025-09-16,Esporte,Bola,5,66.22,331.1
1745,2025-09-16,Esporte,Tênis de Corrida,1,136.13,136.13
1105,2025-09-16,Esporte,Luvas,2,376.95,753.9
1860,2025-09-16,Moda,Tênis,5,277.78,1388.9
1496,2025-09-16,Esporte,Garrafa Térmica,1,316.56,316.56
2252,2025-09-16,Eletrônicos,Carregador,3,83.62,250.86
1028,2025-09-17,Eletrônicos,Carregador,5,312.31,1561.55
1835,2025-09-18,Moda,Calça Jeans,2,69.71,139.42
2212,2025-09-18,Eletrônicos,Caixa de Som,1,176.42,176.42
2237,2025-09-18,Esporte,Luvas,4,190.55,762.2
1849,2025-09-19,Casa e Decoração,Almofada,4,206.03,824.12
1567,2025-09-19,Esporte,Luvas,5,86.18,430.9
1977,2025-09-19,Casa e Decoração,Tapete,2,380.08,760.16
2149,2025-09-19,Beleza,Creme Facial,4,284.17,1136.68
1086,2025-09-19,Eletrônicos,Caixa de Som,5,111.24,556.2
1756,2025-09-19,Casa e Decoração,Vaso,3,348.52,1045.56
1273,2025-09-20,Eletrônicos,Carregador,4,73.23,292.92
1321,2025-09-20,Moda,Tênis,1,474.28,474.28
1453,2025-09-20,Esporte,Luvas,5,47.71,238.55
1387,2025-09-21,Beleza,Perfume,3,136.03,408.09
2285,2025-09-21,Esporte,Luvas,4,213.88,855.52
2475,2025-09-21,Esporte,Bola,1,321.37,321.37
1641,2025-09-22,Eletrônicos,Caixa de Som,1,440.96,440.96
2476,2025-09-22,Moda,Tênis,2,337.19,674.38
1414,2025-09-23,Moda,Jaqueta,4,272.23,1088.92
1179,2025-09-23,Casa e Decoração,Tapete,4,384.8,1539.2
2065,2025-09-23,Eletrônicos,Fone de Ouvido,2,275.2,550.4
1651,2025-09-24,Esporte,Garrafa Térmica,4,487.79,1951.16
1755,2025-09-24,Beleza,Batom,5,69.11,345.55
1451,2025-09-24,Esporte,Tênis de Corrida,2,364.12,728.24
1134,2025-09-25,Casa e Decoração,Tapete,4,229.08,916.32
2314,2025-09-25,Esporte,Luvas,2,470.28,940.56
1630,2025-09-25,Beleza,Shampoo,2,198.5,397.0
2336,2025-09-25,Esporte,Bola,5,247.27,1236.35
2122,2025-09-26,Moda,Tênis,2,334.99,669.98
1501,2025-09-26,Moda,Calça Jeans,2,317.49,634.98
2086,2025-09-26,Eletrônicos,Carregador,5,291.16,1455.8
1742,2025-09-26,Beleza,Perfume,2,112.53,225.06
2105,2025-09-27,Eletrônicos,Carregador,2,48.85,97.7
2256,2025-09-28,Eletrônicos,Carregador,1,484.33,484.33
2113,2025-09-29,Casa e Decoração,Vaso,4,208.83,835.32
1252,2025-09-29,Casa e Decoração,Tapete,5,310.6,1553.0
2366,2025-09-29,Beleza,Batom,4,165.96,663.84
1425,2025-09-29,Moda,Calça Jeans,1,68.1,68.1
1030,2025-09-29,Eletrônicos,Carregador,4,29.35,117.4
2261,2025-09-30,Moda,Tênis,4,247.8,991.2
2111,2025-09-30,Eletrônicos,Smartwatch,2,260.31,520.62
1033,2025-09-30,Moda,Calça Jeans,4,474.49,1897.96
2023,2025-09-30,Casa e Decoração,Tapete,2,429.67,859.34
1498,2025-09-30,Beleza,Batom,1,28.03,28.03
1406,2025-09-30,Esporte,Garrafa Térmica,4,411.56,1646.24
1881,2025-10-01,Moda,Calça Jeans,4,402.45,1609.8
1592,2025-10-01,Esporte,Bola,4,415.93,1663.72
2374,2025-10-01,Casa e Decoração,Almofada,1,214.19,214.19
1484,2025-10-01,Casa e Decoração,Vaso,3,192.63,577.89
2014,2025-10-01,Casa e Decoração,Vaso,4,279.04,1116.16
1877,2025-10-01,Eletrônicos,Fone de Ouvido,5,41.85,209.25
1009,2025-10-02,Eletrônicos,Caixa de Som,1,284.98,284.98
2469,2025-10-02,Moda,Jaqueta,3,42.82,128.46
1224,2025-10-02,Eletrônicos,Caixa de Som,3,342.96,1028.88
1544,2025-10-02,Beleza,Perfume,1,389.1,389.1
1447,2025-10-03,Moda,Calça Jeans,5,439.1,2195.5
1870,2025-10-03,Beleza,Perfume,1,121.18,121.18
1088,2025-10-03,Moda,Jaqueta,4,53.59,214.36
1575,2025-10-03,Casa e Decoração,Luminária,4,291.51,1166.04
1230,2025-10-03,Moda,Tênis,4,198.09,792.36
1474,2025-10-03,Esporte,Bola,2,164.35,328.7
1710,2025-10-04,Casa e Decoração,Vaso,3,134.02,402.06
1109,2025-10-04,Eletrônicos,Smartwatch,2,131.01,262.02
2295,2025-10-04,Casa e Decoração,Tapete,5,483.18,2415.9
2245,2025-10-04,Beleza,Shampoo,5,45.33,226.65
1932,2025-10-04,Eletrônicos,Caixa de Som,5,221.93,1109.65
1311,2025-10-04,Beleza,Perfume,3,440.67,1322.01
1048,2025-10-04,Eletrônicos,Fone de Ouvido,2,99.83,199.66
1902,2025-10-04,Esporte,Bola,3,208.4,625.2
1975,2025-10-05,Eletrônicos,Caixa de Som,3,317.92,953.76
1493,2025-10-05,Eletrônicos,Fone de Ouvido,1,473.69,473.69
2120,2025-10-05,Moda,Calça Jeans,2,298.89,597.78
1937,2025-10-06,Esporte,Garrafa Térmica,2,22.63,45.26
1434,2025-10-06,Beleza,Batom,2,428.51,857.02
1335,2025-10-06,Beleza,Perfume,4,439.2,1756.8
1676,2025-10-06,Eletrônicos,Caixa de Som,3,250.25,750.75
1577,2025-10-06,Casa e Decoração,Almofada,4,282.25,1129.0
1343,2025-10-06,Esporte,Garrafa Térmica,1,381.58,381.58
2376,2025-10-07,Beleza,Shampoo,3,247.48,742.44
1538,2025-10-07,Moda,Camiseta,4,472.63,1890.52
1882,2025-10-07,Casa e Decoração,Luminária,3,345.1,1035.3
1382,2025-10-07,Casa e Decoração,Vaso,4,137.54,550.16
1339,2025-10-07,Casa e Decoração,Luminária,4,490.79,1963.16
1328,2025-10-08,Beleza,Batom,1,392.56,392.56
2012,2025-10-08,Esporte,Bola,5,104.98,524.9
2199,2025-10-09,Casa e Decoração,Vaso,2,472.77,945.54
1674,2025-10-09,Esporte,Tênis de Corrida,1,154.29,154.29
1664,2025-10-09,Moda,Camiseta,4,68.92,275.68
1365,2025-10-09,Beleza,Shampoo,3,428.65,1285.95
1427,2025-10-09,Moda,Tênis,4,249.18,996.72
1889,2025-10-09,Eletrônicos,Carregador,1,140.33,140.33
2071,2025-10-09,Casa e Decoração,Vaso,4,386.81,1547.24
2037,2025-10-09,Beleza,Perfume,3,250.99,752.97
1369,2025-10-10,Moda,Camiseta,1,168.46,168.46
1183,2025-10-10,Esporte,Tênis de Corrida,2,496.28,992.56
1373,2025-10-10,Beleza,Creme Facial,2,227.66,455.32
1505,2025-10-10,Esporte,Tênis de Corrida,1,357.37,357.37
2309,2025-10-11,Moda,Tênis,2,464.32,928.64
1025,2025-10-11,Eletrônicos,Fone de Ouvido,5,380.42,1902.1
1368,2025-10-11,Beleza,Shampoo,4,405.76,1623.04
1038,2025-10-11,Moda,Calça Jeans,1,54.08,54.08
1239,2025-10-11,Moda,Calça Jeans,2,177.71,355.42
1988,2025-10-12,Esporte,Luvas,2,90.0,180.0
1816,2025-10-13,Beleza,Perfume,1,328.83,328.83
1943,2025-10-13,Esporte,Bola,3,288.37,865.11
2452,2025-10-13,Casa e Decoração,Luminária,4,226.73,906.92
2342,2025-10-13,Eletrônicos,Caixa de Som,2,83.7,167.4
1548,2025-10-13,Beleza,Creme Facial,4,199.58,798.32
1223,2025-10-13,Casa e Decoração,Almofada,4,26.68,106.72
1104,2025-10-14,Beleza,Shampoo,4,314.07,1256.28
1959,2025-10-14,Beleza,Shampoo,3,482.38,1447.14
1991,2025-10-15,Beleza,Perfume,4,67.51,270.04
1259,2025-10-15,Casa e Decoração,Almofada,4,189.73,758.92
1361,2025-10-15,Eletrônicos,Carregador,3,357.94,1073.82
1227,2025-10-15,Casa e Decoração,Luminária,1,324.99,324.99
1693,2025-10-15,Beleza,Shampoo,2,339.46,678.92
1020,2025-10-15,Beleza,Shampoo,5,225.65,1128.25
1397,2025-10-15,Moda,Jaqueta,5,158.53,792.65
1072,2025-10-15,Eletrônicos,Fone de Ouvido,1,473.62,473.62
1684,2025-10-16,Moda,Calça Jeans,4,280.22,1120.88
1487,2025-10-16,Moda,Calça Jeans,1,145.17,145.17
1157,2025-10-16,Casa e Decoração,Almofada,2,76.86,153.72
1290,2025-10-16,Beleza,Batom,5,328.64,1643.2
1058,2025-10-17,Beleza,Shampoo,3,118.04,354.12
1205,2025-10-17,Moda,Calça Jeans,2,57.9,115.8
2123,2025-10-17,Moda,Jaqueta,1,287.52,287.52
2393,2025-10-18,Moda,Calça Jeans,2,419.5,839.0
1032,2025-10-18,Eletrônicos,Fone de Ouvido,4,411.69,1646.76
1137,2025-10-19,Beleza,Batom,3,33.78,101.34
1618,2025-10-19,Esporte,Garrafa Térmica,5,347.81,1739.05
1772,2025-10-19,Esporte,Bola,3,433.95,1301.85
2177,2025-10-19,Beleza,Perfume,2,113.13,226.26
1762,2025-10-20,Moda,Jaqueta,2,349.43,698.86
2000,2025-10-20,Esporte,Tênis de Corrida,1,97.76,97.76
2184,2025-10-20,Beleza,Batom,2,305.69,611.38
2137,2025-10-20,Beleza,Perfume,5,72.47,362.35
1212,2025-10-20,Casa e Decoração,Vaso,3,30.53,91.59
2059,2025-10-20,Esporte,Luvas,5,319.51,1597.55
2090,2025-10-20,Eletrônicos,Caixa de Som,3,60.84,182.52
2470,2025-10-21,Esporte,Bola,5,376.59,1882.95
1670,2025-10-21,Esporte,Luvas,4,34.15,136.6
1821,2025-10-21,Esporte,Tênis de Corrida,4,234.59,938.36
1971,2025-10-21,Casa e Decoração,Luminária,2,259.52,519.04
1987,2025-10-22,Moda,Camiseta,3,405.96,1217.88
1469,2025-10-22,Casa e Decoração,Vaso,2,164.85,329.7
2306,2025-10-22,Beleza,Creme Facial,3,421.49,1264.47
1961,2025-10-22,Eletrônicos,Carregador,2,215.42,430.84
2401,2025-10-22,Eletrônicos,Carregador,2,299.19,598.38
1964,2025-10-22,Casa e Decoração,Tapete,4,290.32,1161.28
2240,2025-10-23,Casa e Decoração,Almofada,1,292.71,292.71
1594,2025-10-23,Moda,Tênis,3,449.19,1347.57
2068,2025-10-23,Casa e Decoração,Tapete,4,443.76,1775.04
1703,2025-10-23,Moda,Calça Jeans,4,55.38,221.52
2335,2025-10-23,Beleza,Creme Facial,1,217.61,217.61
1813,2025-10-23,Beleza,Creme Facial,3,269.17,807.51
1633,2025-10-23,Eletrônicos,Caixa de Som,4,265.18,1060.72
2408,2025-10-24,Casa e Decoração,Luminária,1,85.74,85.74
1409,2025-10-24,Beleza,Creme Facial,1,300.09,300.09
1094,2025-10-24,Beleza,Shampoo,4,232.06,928.24
2299,2025-10-24,Moda,Camiseta,1,373.02,373.02
2250,2025-10-24,Moda,Camiseta,3,408.27,1224.81
1021,2025-10-26,Esporte,Garrafa Térmica,2,498.72,997.44
2079,2025-10-26,Moda,Calça Jeans,3,409.32,1227.96
1843,2025-10-26,Beleza,Batom,5,157.25,786.25
2226,2025-10-26,Eletrônicos,Caixa de Som,2,429.2,858.4
1488,2025-10-27,Beleza,Batom,3,93.16,279.48
2492,2025-10-27,Esporte,Bola,4,124.64,498.56
1680,2025-10-27,Moda,Calça Jeans,1,138.97,138.97
1173,2025-10-27,Esporte,Luvas,1,245.6,245.6
1054,2025-10-27,Esporte,Bola,1,481.17,481.17
1480,2025-10-28,Beleza,Creme Facial,4,120.27,481.08
2389,2025-10-28,Beleza,Perfume,2,119.74,239.48
1903,2025-10-29,Casa e Decoração,Luminária,4,260.54,1042.16
1581,2025-10-29,Casa e Decoração,Tapete,2,315.75,631.5
1781,2025-10-29,Casa e Decoração,Luminária,1,415.45,415.45
1610,2025-10-29,Esporte,Garrafa Térmica,4,170.96,683.84
2214,2025-10-30,Esporte,Bola,5,136.97,684.85
1919,2025-10-30,Moda,Tênis,1,136.96,136.96
2060,2025-10-30,Casa e Decoração,Almofada,3,125.95,377.85
2391,2025-10-30,Esporte,Tênis de Corrida,1,216.54,216.54
2456,2025-10-30,Esporte,Garrafa Térmica,3,173.83,521.49
1565,2025-10-30,Eletrônicos,Smartwatch,3,76.57,229.71
2303,2025-10-30,Eletrônicos,Fone de Ouvido,1,258.63,258.63
2339,2025-10-30,Moda,Camiseta,4,490.49,1961.96
1378,2025-10-31,Beleza,Creme Facial,2,336.19,672.38
1135,2025-10-31,Casa e Decoração,Vaso,2,418.75,837.5
2461,2025-10-31,Eletrônicos,Fone de Ouvido,3,74.95,224.85
1057,2025-11-01,Eletrônicos,Fone de Ouvido,4,335.54,1342.16
2096,2025-11-01,Eletrônicos,Carregador,2,494.07,988.14
1515,2025-11-01,Esporte,Garrafa Térmica,1,324.38,324.38
1163,2025-11-01,Esporte,Garrafa Térmica,1,131.11,131.11
2257,2025-11-01,Moda,Tênis,4,389.78,1559.12
2013,2025-11-02,Esporte,Luvas,5,327.1,1635.5
2249,2025-11-02,Casa e Decoração,Vaso,1,322.06,322.06
2075,2025-11-02,Eletrônicos,Smartwatch,3,23.15,69.45
2414,2025-11-02,Beleza,Shampoo,2,360.75,721.5
1237,2025-11-02,Eletrônicos,Fone de Ouvido,3,136.91,410.73
1954,2025-11-03,Beleza,Creme Facial,5,101.35,506.75
1542,2025-11-03,Esporte,Luvas,5,263.17,1315.85
2406,2025-11-03,Moda,Jaqueta,3,416.87,1250.61
2050,2025-11-03,Beleza,Creme Facial,1,274.95,274.95
1752,2025-11-04,Eletrônicos,Smartwatch,3,312.01,936.03
1949,2025-11-04,Esporte,Tênis de Corrida,1,146.28,146.28
1130,2025-11-04,Eletrônicos,Fone de Ouvido,3,275.72,827.16
1612,2025-11-04,Beleza,Shampoo,1,426.99,426.99
1686,2025-11-05,Moda,Camiseta,5,249.43,1247.15
1839,2025-11-05,Beleza,Shampoo,5,433.14,2165.7
2384,2025-11-05,Beleza,Perfume,3,210.83,632.49
1696,2025-11-05,Casa e Decoração,Luminária,5,69.97,349.85
2130,2025-11-06,Esporte,Garrafa Térmica,2,429.02,858.04
2168,2025-11-06,Casa e Decoração,Tapete,5,426.94,2134.7
2254,2025-11-06,Moda,Calça Jeans,4,197.49,789.96
1379,2025-11-06,Casa e Decoração,Almofada,1,58.99,58.99
2002,2025-11-06,Esporte,Garrafa Térmica,4,394.87,1579.48
1446,2025-11-07,Casa e Decoração,Tapete,5,458.14,2290.7
1924,2025-11-07,Esporte,Luvas,2,125.29,250.58
1795,2025-11-08,Moda,Jaqueta,5,487.1,2435.5
1182,2025-11-08,Moda,Calça Jeans,3,284.4,853.2
1607,2025-11-09,Moda,Tênis,3,366.77,1100.31
2315,2025-11-09,Eletrônicos,Smartwatch,4,313.78,1255.12
2171,2025-11-09,Moda,Jaqueta,2,20.76,41.52
1830,2025-11-09,Moda,Calça Jeans,1,466.5,466.5
1984,2025-11-10,Casa e Decoração,Vaso,2,259.41,518.82
2142,2025-11-10,Eletrônicos,Smartwatch,4,418.35,1673.4
2201,2025-11-10,Casa e Decoração,Tapete,1,82.44,82.44
1558,2025-11-11,Moda,Tênis,5,226.19,1130.95
1707,2025-11-11,Esporte,Tênis de Corrida,4,472.37,1889.48
2097,2025-11-12,Esporte,Bola,4,41.54,166.16
2093,2025-11-12,Beleza,Creme Facial,2,54.39,108.78
2304,2025-11-12,Moda,Camiseta,2,224.58,449.16
1824,2025-11-13,Casa e Decoração,Luminária,4,476.17,1904.68
2025,2025-11-13,Esporte,Garrafa Térmica,5,256.16,1280.8
1312,2025-11-13,Moda,Tênis,2,97.88,195.76
2318,2025-11-13,Casa e Decoração,Luminária,4,389.76,1559.04
